archive,source_partition,source_image_name,source_index,sample_id,inclusion_status,exclusion_reason,selection_rule,cytoplasm_instance_index,nucleus_instance_index,nucleus_area_px,whole_cell_area_px,raw_whole_cell_fraction_at_128,nucleus_to_whole_cell_fraction,n_candidate_nuclei_in_normalized_crop,crowding_group,normalized_crop_side_px,target_whole_cell_fraction,outcome_blind,scale_shift_tertile,nucleus_occupancy_tertile
Cx22-Pair.zip,Pair,00017,28,Cx22-Pair:000029,included,,largest_matched_cytoplasm_instance,0,0,333,22385,0.0853271484375,0.01487603305785124,1,not_crowded,211,0.5057373046875,True,high,low
Cx22-Pair.zip,Pair,00017,29,Cx22-Pair:000030,included,,largest_matched_cytoplasm_instance,0,0,563,13040,0.05010986328125,0.04317484662576687,1,not_crowded,161,0.5057373046875,True,middle,high
Cx22-Pair.zip,Pair,00017,30,Cx22-Pair:000031,included,,largest_matched_cytoplasm_instance,1,1,746,19933,0.07574462890625,0.03742537500627101,2,crowded,199,0.5057373046875,True,high,high
Cx22-Pair.zip,Pair,00019,31,Cx22-Pair:000032,included,,largest_matched_cytoplasm_instance,1,1,432,24473,0.09326171875,0.017652106402974706,1,not_crowded,220,0.5057373046875,True,high,low
Cx22-Pair.zip,Pair,00019,32,Cx22-Pair:000033,included,,largest_matched_cytoplasm_instance,0,0,496,27887,0.10626220703125,0.017786065191666367,2,crowded,235,0.5057373046875,True,high,low
Cx22-Pair.zip,Pair,00020,33,Cx22-Pair:000034,included,,largest_matched_cytoplasm_instance,1,1,477,27002,0.10284423828125,0.017665358121620622,2,crowded,232,0.5057373046875,True,high,low
Cx22-Pair.zip,Pair,00020,34,Cx22-Pair:000035,included,,largest_matched_cytoplasm_instance,0,1,327,23769,0.09063720703125,0.013757415120535152,1,not_crowded,217,0.5057373046875,True,high,low
Cx22-Pair.zip,Pair,00021,35,Cx22-Pair:000036,included,,largest_matched_cytoplasm_instance,1,1,510,13326,0.05072021484375,0.038271049076992344,2,crowded,163,0.5057373046875,True,middle,high
Cx22-Pair.zip,Pair,00023,36,Cx22-Pair:000037,included,,largest_matched_cytoplasm_instance,1,1,226,12509,0.04754638671875,0.01806699176592853,2,crowded,158,0.5057373046875,True,middle,middle
Cx22-Pair.zip,Pair,00024,37,Cx22-Pair:000038,included,,largest_matched_cytoplasm_instance,0,0,302,18501,0.070556640625,0.0163234419761094,2,crowded,192,0.5057373046875,True,high,low
Cx22-Pair.zip,Pair,00026,38,Cx22-Pair:000039,included,,largest_matched_cytoplasm_instance,1,1,464,16930,0.06402587890625,0.027406969875959836,2,crowded,183,0.5057373046875,True,middle,middle
Cx22-Pair.zip,Pair,00026,39,Cx22-Pair:000040,included,,largest_matched_cytoplasm_instance,1,0,761,19296,0.0733642578125,0.039438225538971805,1,not_crowded,196,0.5057373046875,True,high,high
Cx22-Pair.zip,Pair,00027,40,Cx22-Pair:000041,included,,largest_matched_cytoplasm_instance,0,1,208,23778,0.0909423828125,0.00874758179830095,1,not_crowded,217,0.5057373046875,True,high,low
Cx22-Pair.zip,Pair,00028,41,Cx22-Pair:000042,included,,largest_matched_cytoplasm_instance,1,0,515,9891,0.0379638671875,0.052067536143969265,2,crowded,140,0.5057373046875,True,low,high
Cx22-Pair.zip,Pair,00028,42,Cx22-Pair:000043,included,,largest_matched_cytoplasm_instance,1,1,615,20347,0.07769775390625,0.030225586081486216,2,crowded,201,0.5057373046875,True,high,high
Cx22-Pair.zip,Pair,00028,43,Cx22-Pair:000044,included,,largest_matched_cytoplasm_instance,0,0,294,15780,0.06024169921875,0.018631178707224333,1,not_crowded,177,0.5057373046875,True,middle,middle
Cx22-Pair.zip,Pair,00032,44,Cx22-Pair:000045,included,,largest_matched_cytoplasm_instance,0,0,339,15453,0.05926513671875,0.0219374878664337,2,crowded,180,0.5057373046875,True,middle,middle
Cx22-Pair.zip,Pair,00032,45,Cx22-Pair:000046,included,,largest_matched_cytoplasm_instance,0,0,652,19760,0.0753173828125,0.03299595141700405,2,crowded,198,0.5057373046875,True,high,high
Cx22-Pair.zip,Pair,00032,46,Cx22-Pair:000047,included,,largest_matched_cytoplasm_instance,0,0,624,17676,0.06787109375,0.035302104548540394,2,crowded,191,0.5057373046875,True,middle,high
Cx22-Pair.zip,Pair,00033,47,Cx22-Pair:000048,included,,largest_matched_cytoplasm_instance,1,1,546,14684,0.05584716796875,0.03718332879324435,2,crowded,171,0.5057373046875,True,middle,high
Cx22-Pair.zip,Pair,00034,48,Cx22-Pair:000049,included,,largest_matched_cytoplasm_instance,0,0,239,19670,0.07501220703125,0.012150482968988307,2,crowded,198,0.5057373046875,True,high,low
Cx22-Pair.zip,Pair,00036,49,Cx22-Pair:000050,included,,largest_matched_cytoplasm_instance,0,0,485,18341,0.06976318359375,0.02644348726896025,1,not_crowded,191,0.5057373046875,True,high,middle
Cx22-Pair.zip,Pair,00036,50,Cx22-Pair:000051,included,,largest_matched_cytoplasm_instance,0,0,651,12132,0.04595947265625,0.05365974282888229,2,crowded,155,0.5057373046875,True,middle,high
Cx22-Pair.zip,Pair,00039,51,Cx22-Pair:000052,included,,largest_matched_cytoplasm_instance,0,1,601,13216,0.05023193359375,0.04547518159806296,1,not_crowded,165,0.5057373046875,True,middle,high
Cx22-Pair.zip,Pair,00039,52,Cx22-Pair:000053,included,,largest_matched_cytoplasm_instance,0,0,418,8657,0.03314208984375,0.048284625158831,2,crowded,131,0.5057373046875,True,low,high
Cx22-Pair.zip,Pair,00040,53,Cx22-Pair:000054,included,,largest_matched_cytoplasm_instance,1,1,287,20979,0.08001708984375,0.013680347013680347,1,not_crowded,204,0.5057373046875,True,high,low
Cx22-Pair.zip,Pair,00040,54,Cx22-Pair:000055,included,,largest_matched_cytoplasm_instance,0,0,358,18294,0.0699462890625,0.019569257680113698,1,not_crowded,191,0.5057373046875,True,high,middle
Cx22-Pair.zip,Pair,00040,55,Cx22-Pair:000056,included,,largest_matched_cytoplasm_instance,1,1,429,19681,0.07513427734375,0.021797672882475486,1,not_crowded,198,0.5057373046875,True,high,middle
Cx22-Pair.zip,Pair,00041,56,Cx22-Pair:000057,included,,largest_matched_cytoplasm_instance,0,1,481,10013,0.03790283203125,0.0480375511834615,2,crowded,141,0.5057373046875,True,low,high
Cx22-Pair.zip,Pair,00046,57,Cx22-Pair:000058,included,,largest_matched_cytoplasm_instance,1,0,472,12684,0.04833984375,0.03721223588773258,1,not_crowded,159,0.5057373046875,True,middle,high
Cx22-Pair.zip,Pair,00049,58,Cx22-Pair:000059,included,,largest_matched_cytoplasm_instance,0,1,240,8932,0.03399658203125,0.026869682042095836,1,not_crowded,133,0.5057373046875,True,low,middle
Cx22-Pair.zip,Pair,00050,59,Cx22-Pair:000060,included,,largest_matched_cytoplasm_instance,0,0,564,19437,0.07373046875,0.0290168235838864,1,not_crowded,197,0.5057373046875,True,high,middle
Cx22-Pair.zip,Pair,00050,60,Cx22-Pair:000061,included,,largest_matched_cytoplasm_instance,1,1,442,10700,0.04052734375,0.041308411214953274,1,not_crowded,151,0.5057373046875,True,low,high
Cx22-Pair.zip,Pair,00051,61,Cx22-Pair:000062,included,,largest_matched_cytoplasm_instance,0,1,376,19168,0.0728759765625,0.01961602671118531,1,not_crowded,195,0.5057373046875,True,high,middle
Cx22-Pair.zip,Pair,00053,62,Cx22-Pair:000063,included,,largest_matched_cytoplasm_instance,0,1,379,4930,0.0189208984375,0.07687626774847871,1,not_crowded,99,0.5057373046875,True,low,high
Cx22-Pair.zip,Pair,00054,63,Cx22-Pair:000064,included,,largest_matched_cytoplasm_instance,0,1,243,21152,0.08038330078125,0.011488275340393343,1,not_crowded,205,0.5057373046875,True,high,low
Cx22-Pair.zip,Pair,00056,64,Cx22-Pair:000065,included,,largest_matched_cytoplasm_instance,1,0,468,26884,0.10247802734375,0.017408123791102514,1,not_crowded,231,0.5057373046875,True,high,low
Cx22-Pair.zip,Pair,00056,65,Cx22-Pair:000066,included,,largest_matched_cytoplasm_instance,1,0,436,16851,0.06414794921875,0.025873835380689575,1,not_crowded,183,0.5057373046875,True,middle,middle
Cx22-Pair.zip,Pair,00057,66,Cx22-Pair:000067,included,,largest_matched_cytoplasm_instance,1,1,298,16138,0.06182861328125,0.018465733052422852,1,not_crowded,179,0.5057373046875,True,middle,middle
Cx22-Pair.zip,Pair,00058,67,Cx22-Pair:000068,included,,largest_matched_cytoplasm_instance,1,1,526,27244,0.10443115234375,0.019307003376890324,2,crowded,233,0.5057373046875,True,high,middle
Cx22-Pair.zip,Pair,00059,68,Cx22-Pair:000069,included,,largest_matched_cytoplasm_instance,0,0,171,9309,0.03570556640625,0.018369320012890752,1,not_crowded,139,0.5057373046875,True,low,middle
Cx22-Pair.zip,Pair,00060,69,Cx22-Pair:000070,included,,largest_matched_cytoplasm_instance,0,0,307,15724,0.06005859375,0.019524294072755025,1,not_crowded,177,0.5057373046875,True,middle,middle
Cx22-Pair.zip,Pair,00061,70,Cx22-Pair:000071,included,,largest_matched_cytoplasm_instance,1,0,246,10509,0.04022216796875,0.023408506994005138,1,not_crowded,145,0.5057373046875,True,low,middle
Cx22-Pair.zip,Pair,00061,71,Cx22-Pair:000072,included,,largest_matched_cytoplasm_instance,0,0,294,9632,0.036865234375,0.030523255813953487,1,not_crowded,152,0.5057373046875,True,low,high
Cx22-Pair.zip,Pair,00062,72,Cx22-Pair:000073,included,,largest_matched_cytoplasm_instance,1,1,683,20186,0.07666015625,0.03383533141781433,2,crowded,200,0.5057373046875,True,high,high
Cx22-Pair.zip,Pair,00065,73,Cx22-Pair:000074,included,,largest_matched_cytoplasm_instance,1,1,283,13326,0.05078125,0.021236680174095753,2,crowded,163,0.5057373046875,True,middle,middle
Cx22-Pair.zip,Pair,00068,74,Cx22-Pair:000075,included,,largest_matched_cytoplasm_instance,0,0,450,23758,0.09075927734375,0.01894098829867834,2,crowded,217,0.5057373046875,True,high,middle
Cx22-Pair.zip,Pair,00068,75,Cx22-Pair:000076,included,,largest_matched_cytoplasm_instance,1,1,345,15011,0.05706787109375,0.02298314569315835,2,crowded,173,0.5057373046875,True,middle,middle
Cx22-Pair.zip,Pair,00068,76,Cx22-Pair:000077,included,,largest_matched_cytoplasm_instance,0,1,343,5582,0.02142333984375,0.06144750985309925,2,crowded,106,0.5057373046875,True,low,high
Cx22-Pair.zip,Pair,00068,77,Cx22-Pair:000078,included,,largest_matched_cytoplasm_instance,1,1,177,19247,0.072998046875,0.00919623837481166,2,crowded,196,0.5057373046875,True,high,low
Cx22-Pair.zip,Pair,00068,78,Cx22-Pair:000079,included,,largest_matched_cytoplasm_instance,0,0,420,25860,0.09857177734375,0.016241299303944315,2,crowded,227,0.5057373046875,True,high,low
Cx22-Pair.zip,Pair,00068,79,Cx22-Pair:000080,included,,largest_matched_cytoplasm_instance,0,0,436,22294,0.08514404296875,0.01955683143446667,1,not_crowded,210,0.5057373046875,True,high,middle
Cx22-Pair.zip,Pair,00068,80,Cx22-Pair:000081,included,,largest_matched_cytoplasm_instance,1,1,378,13036,0.04974365234375,0.028996624731512734,2,crowded,164,0.5057373046875,True,middle,middle
Cx22-Pair.zip,Pair,00070,81,Cx22-Pair:000082,included,,largest_matched_cytoplasm_instance,1,1,376,18011,0.068359375,0.02087613125312309,2,crowded,189,0.5057373046875,True,high,middle
Cx22-Pair.zip,Pair,00070,82,Cx22-Pair:000083,included,,largest_matched_cytoplasm_instance,1,1,284,14454,0.05523681640625,0.019648540196485403,1,not_crowded,170,0.5057373046875,True,middle,middle
Cx22-Pair.zip,Pair,00072,83,Cx22-Pair:000084,included,,largest_matched_cytoplasm_instance,0,0,683,14508,0.0550537109375,0.047077474496829336,1,not_crowded,170,0.5057373046875,True,middle,high
Cx22-Pair.zip,Pair,00074,84,Cx22-Pair:000085,included,,largest_matched_cytoplasm_instance,0,0,738,31450,0.11981201171875,0.02346581875993641,2,crowded,250,0.5057373046875,True,high,middle
Cx22-Pair.zip,Pair,00074,85,Cx22-Pair:000086,included,,largest_matched_cytoplasm_instance,1,0,564,22851,0.0877685546875,0.024681633188919524,2,crowded,213,0.5057373046875,True,high,middle
Cx22-Pair.zip,Pair,00074,86,Cx22-Pair:000087,included,,largest_matched_cytoplasm_instance,1,1,392,16019,0.0611572265625,0.024470940757850054,2,crowded,178,0.5057373046875,True,middle,middle
Cx22-Pair.zip,Pair,00074,87,Cx22-Pair:000088,included,,largest_matched_cytoplasm_instance,1,1,751,35411,0.13458251953125,0.021208099178221456,1,not_crowded,265,0.5057373046875,True,high,middle
Cx22-Pair.zip,Pair,00075,88,Cx22-Pair:000089,included,,largest_matched_cytoplasm_instance,0,0,343,29750,0.11370849609375,0.011529411764705882,2,crowded,243,0.5057373046875,True,high,low
Cx22-Pair.zip,Pair,00077,89,Cx22-Pair:000090,included,,largest_matched_cytoplasm_instance,1,1,244,9780,0.037109375,0.024948875255623722,2,crowded,169,0.5057373046875,True,low,middle
Cx22-Pair.zip,Pair,00077,90,Cx22-Pair:000091,included,,largest_matched_cytoplasm_instance,1,1,373,13566,0.051513671875,0.027495208609759694,2,crowded,172,0.5057373046875,True,middle,middle
Cx22-Pair.zip,Pair,00078,91,Cx22-Pair:000092,included,,largest_matched_cytoplasm_instance,1,1,801,16805,0.06427001953125,0.04766438559952395,2,crowded,183,0.5057373046875,True,middle,high
Cx22-Pair.zip,Pair,00078,92,Cx22-Pair:000093,included,,largest_matched_cytoplasm_instance,0,1,194,14693,0.05609130859375,0.013203566324099912,2,crowded,171,0.5057373046875,True,middle,low
Cx22-Pair.zip,Pair,00078,93,Cx22-Pair:000094,included,,largest_matched_cytoplasm_instance,1,0,734,8243,0.03106689453125,0.08904525051558898,1,not_crowded,128,0.5057373046875,True,low,high
Cx22-Pair.zip,Pair,00078,94,Cx22-Pair:000095,included,,largest_matched_cytoplasm_instance,0,1,585,12326,0.04705810546875,0.047460652279733895,2,crowded,163,0.5057373046875,True,middle,high
Cx22-Pair.zip,Pair,00078,95,Cx22-Pair:000096,included,,largest_matched_cytoplasm_instance,1,1,277,10036,0.03814697265625,0.027600637704264647,1,not_crowded,141,0.5057373046875,True,low,middle
Cx22-Pair.zip,Pair,00078,96,Cx22-Pair:000097,included,,largest_matched_cytoplasm_instance,1,0,118,11238,0.042724609375,0.010500088983804947,2,crowded,178,0.5057373046875,True,low,low
Cx22-Pair.zip,Pair,00079,97,Cx22-Pair:000098,included,,largest_matched_cytoplasm_instance,1,0,458,10797,0.0411376953125,0.04241919051588404,2,crowded,147,0.5057373046875,True,low,high
Cx22-Pair.zip,Pair,00079,98,Cx22-Pair:000099,included,,largest_matched_cytoplasm_instance,1,0,427,15357,0.05859375,0.02780490981311454,2,crowded,175,0.5057373046875,True,middle,middle
Cx22-Pair.zip,Pair,00080,99,Cx22-Pair:000100,included,,largest_matched_cytoplasm_instance,0,0,199,12649,0.048095703125,0.01573246896987904,2,crowded,159,0.5057373046875,True,middle,low
Cx22-Pair.zip,Pair,00082,100,Cx22-Pair:000101,included,,largest_matched_cytoplasm_instance,0,0,529,16283,0.062255859375,0.03248787078548179,1,not_crowded,180,0.5057373046875,True,middle,high
Cx22-Pair.zip,Pair,00083,101,Cx22-Pair:000102,included,,largest_matched_cytoplasm_instance,0,1,403,16728,0.063720703125,0.024091343854615015,1,not_crowded,182,0.5057373046875,True,middle,middle
Cx22-Pair.zip,Pair,00084,102,Cx22-Pair:000103,included,,largest_matched_cytoplasm_instance,0,0,350,20481,0.07781982421875,0.01708900932571652,1,not_crowded,202,0.5057373046875,True,high,low
Cx22-Pair.zip,Pair,00085,103,Cx22-Pair:000104,included,,largest_matched_cytoplasm_instance,0,0,445,15281,0.058349609375,0.02912113081604607,1,not_crowded,174,0.5057373046875,True,middle,middle
Cx22-Pair.zip,Pair,00086,104,Cx22-Pair:000105,included,,largest_matched_cytoplasm_instance,0,0,674,15546,0.05914306640625,0.04335520391097388,1,not_crowded,176,0.5057373046875,True,middle,high
Cx22-Pair.zip,Pair,00087,105,Cx22-Pair:000106,included,,largest_matched_cytoplasm_instance,1,1,1041,18892,0.07220458984375,0.05510268896887571,2,crowded,194,0.5057373046875,True,high,high
Cx22-Pair.zip,Pair,00090,106,Cx22-Pair:000107,included,,largest_matched_cytoplasm_instance,1,1,727,19484,0.07391357421875,0.037312666803531104,1,not_crowded,203,0.5057373046875,True,high,high
Cx22-Pair.zip,Pair,00090,107,Cx22-Pair:000108,included,,largest_matched_cytoplasm_instance,1,1,465,20575,0.07843017578125,0.022600243013365735,1,not_crowded,202,0.5057373046875,True,high,middle
Cx22-Pair.zip,Pair,00095,108,Cx22-Pair:000109,included,,largest_matched_cytoplasm_instance,1,1,343,14378,0.0545654296875,0.02385589094449854,2,crowded,169,0.5057373046875,True,middle,middle
Cx22-Pair.zip,Pair,00095,109,Cx22-Pair:000110,included,,largest_matched_cytoplasm_instance,0,0,417,8744,0.03338623046875,0.047689844464775845,2,crowded,132,0.5057373046875,True,low,high
Cx22-Pair.zip,Pair,00097,110,Cx22-Pair:000111,included,,largest_matched_cytoplasm_instance,1,1,218,13732,0.0528564453125,0.015875327701718612,2,crowded,165,0.5057373046875,True,middle,low
Cx22-Pair.zip,Pair,00100,111,Cx22-Pair:000112,included,,largest_matched_cytoplasm_instance,0,0,948,30740,0.117431640625,0.03083929733246584,2,crowded,247,0.5057373046875,True,high,high
Cx22-Pair.zip,Pair,00101,112,Cx22-Pair:000113,included,,largest_matched_cytoplasm_instance,0,0,231,7487,0.02850341796875,0.030853479364231336,2,crowded,122,0.5057373046875,True,low,high
Cx22-Pair.zip,Pair,00102,113,Cx22-Pair:000114,included,,largest_matched_cytoplasm_instance,0,0,671,28111,0.1075439453125,0.023869659563871794,2,crowded,236,0.5057373046875,True,high,middle
Cx22-Pair.zip,Pair,00102,114,Cx22-Pair:000115,included,,largest_matched_cytoplasm_instance,0,0,621,9741,0.03704833984375,0.06375115491222667,2,crowded,140,0.5057373046875,True,low,high
Cx22-Pair.zip,Pair,00103,115,Cx22-Pair:000116,included,,largest_matched_cytoplasm_instance,1,0,506,16455,0.06256103515625,0.030750531753266485,2,crowded,181,0.5057373046875,True,middle,high
Cx22-Pair.zip,Pair,00103,116,Cx22-Pair:000117,included,,largest_matched_cytoplasm_instance,1,1,871,16067,0.06103515625,0.05421049355822493,1,not_crowded,191,0.5057373046875,True,middle,high
Cx22-Pair.zip,Pair,00104,117,Cx22-Pair:000118,included,,largest_matched_cytoplasm_instance,1,1,486,14028,0.05340576171875,0.034644995722840036,2,crowded,167,0.5057373046875,True,middle,high
Cx22-Pair.zip,Pair,00106,118,Cx22-Pair:000119,included,,largest_matched_cytoplasm_instance,0,0,546,19031,0.07269287109375,0.028690032052966212,2,crowded,194,0.5057373046875,True,high,middle
Cx22-Pair.zip,Pair,00106,119,Cx22-Pair:000120,included,,largest_matched_cytoplasm_instance,1,1,728,15232,0.05828857421875,0.04779411764705882,2,crowded,174,0.5057373046875,True,middle,high
Cx22-Pair.zip,Pair,00107,120,Cx22-Pair:000121,included,,largest_matched_cytoplasm_instance,1,0,925,18418,0.0704345703125,0.050222608317949835,1,not_crowded,191,0.5057373046875,True,high,high
Cx22-Pair.zip,Pair,00107,121,Cx22-Pair:000122,included,,largest_matched_cytoplasm_instance,1,1,516,20523,0.0784912109375,0.02514252302294986,1,not_crowded,202,0.5057373046875,True,high,middle
Cx22-Pair.zip,Pair,00108,122,Cx22-Pair:000123,included,,largest_matched_cytoplasm_instance,1,0,432,13320,0.0506591796875,0.032432432432432434,1,not_crowded,163,0.5057373046875,True,middle,high
Cx22-Pair.zip,Pair,00108,123,Cx22-Pair:000124,included,,largest_matched_cytoplasm_instance,1,1,650,20161,0.0771484375,0.032240464262685384,2,crowded,200,0.5057373046875,True,high,high
Cx22-Pair.zip,Pair,00110,124,Cx22-Pair:000125,included,,largest_matched_cytoplasm_instance,0,0,258,14573,0.05511474609375,0.017703973100940094,2,crowded,191,0.5057373046875,True,middle,low
Cx22-Pair.zip,Pair,00110,125,Cx22-Pair:000126,included,,largest_matched_cytoplasm_instance,1,1,208,18738,0.07135009765625,0.011100437613405912,1,not_crowded,193,0.5057373046875,True,high,low
Cx22-Pair.zip,Pair,00111,126,Cx22-Pair:000127,included,,largest_matched_cytoplasm_instance,0,0,266,10539,0.04010009765625,0.025239586298510294,2,crowded,145,0.5057373046875,True,low,middle
Cx22-Pair.zip,Pair,00112,127,Cx22-Pair:000128,included,,largest_matched_cytoplasm_instance,0,0,476,17395,0.06634521484375,0.027364185110663984,1,not_crowded,187,0.5057373046875,True,middle,middle
Cx22-Pair.zip,Pair,00112,128,Cx22-Pair:000129,included,,largest_matched_cytoplasm_instance,0,0,166,14300,0.05438232421875,0.011608391608391609,1,not_crowded,169,0.5057373046875,True,middle,low
Cx22-Pair.zip,Pair,00112,129,Cx22-Pair:000130,included,,largest_matched_cytoplasm_instance,0,0,154,7411,0.02783203125,0.02077992173795709,2,crowded,129,0.5057373046875,True,low,middle
Cx22-Pair.zip,Pair,00113,130,Cx22-Pair:000131,included,,largest_matched_cytoplasm_instance,0,1,1171,21343,0.0811767578125,0.054865763950709835,2,crowded,250,0.5057373046875,True,high,high
Cx22-Pair.zip,Pair,00113,131,Cx22-Pair:000132,included,,largest_matched_cytoplasm_instance,1,0,750,9693,0.03692626953125,0.0773754255648406,2,crowded,139,0.5057373046875,True,low,high
Cx22-Pair.zip,Pair,00114,132,Cx22-Pair:000133,included,,largest_matched_cytoplasm_instance,0,1,409,26208,0.0999755859375,0.015605921855921856,2,crowded,228,0.5057373046875,True,high,low
Cx22-Pair.zip,Pair,00114,133,Cx22-Pair:000134,included,,largest_matched_cytoplasm_instance,0,0,433,20797,0.0794677734375,0.020820310621724288,2,crowded,203,0.5057373046875,True,high,middle
