sample_id,source_image_name,sample_index,foreground_dice,cytoplasm_dice,nucleus_dice,gt_cytoplasm_area,pred_cytoplasm_area,gt_nucleus_area,pred_nucleus_area,n_nucleus_instances,n_cytoplasm_instances,selected_cytoplasm_instance_index,selected_nucleus_instance_index,n_candidate_nuclei_in_crop,crowding_flag,gt_nc_ratio,pred_nc_ratio,abs_error_nc_ratio,interval_lower_nc_ratio,interval_upper_nc_ratio,interval_width_nc_ratio,covered_nc_ratio,gt_circularity,pred_circularity,abs_error_circularity,interval_lower_circularity,interval_upper_circularity,interval_width_circularity,covered_circularity
Cx22-Multi-Test:000034,00505,33,0.08265241383876064,0.11901229683842679,0.04629253083909448,77937,73728,2100,27408,10,10,3,3,1,False,0.02694484006312791,0.3717447916666667,0.34479995160353877,0.0,0.8706903557753547,0.8706903557753547,True,0.7293137638999073,0.5067915070517974,0.2225222568481099,0.25436989269710386,0.759213121406491,0.5048432287093871,True
Cx22-Multi-Test:000035,00505,34,0.3309182347679897,0.5074055399095676,0.1544309296264118,112563,131376,3808,14608,8,8,1,3,2,True,0.03382994412018159,0.11119230300815978,0.0773623588879782,0.0,0.6101378671168478,0.6101378671168478,True,0.8434196572939708,0.19867137018570563,0.6447482871082653,0.0,0.4510929845403992,0.4510929845403992,False
Cx22-Multi-Test:000036,00507,35,0.1463488296699752,0.2291735636151045,0.06352409572484591,98387,43584,2117,43472,10,10,2,9,2,True,0.021517070344659356,0.9974302496328928,0.9759131792882335,0.4984846855242048,1.4963758137415808,0.997891128217376,False,0.7962854710674185,0.2142145074916741,0.5820709635757444,0.0,0.46663612184636766,0.46663612184636766,False
Cx22-Multi-Test:000037,00508,36,0.10425137693256277,0.1234628657164291,0.08503988814869644,53201,113424,2621,33856,39,39,35,15,2,True,0.04926599124076615,0.29849061926929044,0.2492246280285243,0.0,0.7974361833779785,0.7974361833779785,True,0.7730557332072987,0.39703553862947255,0.37602019457782615,0.14461392427477898,0.6494571529841662,0.5048432287093871,False
Cx22-Multi-Test:000038,00510,37,0.29764185012284267,0.5179505266503817,0.0773331735953037,114667,114992,3740,29648,21,21,8,4,2,True,0.032616184255278326,0.25782663141783774,0.22521044716255942,0.0,0.7567721955265259,0.7567721955265259,True,0.7898542845376936,0.18270135595297102,0.6071529285847226,0.0,0.43512297030766456,0.43512297030766456,False
Cx22-Multi-Test:000039,00513,38,0.13050324799243834,0.2043797308784327,0.05662676510644398,31605,141328,783,13168,20,20,2,7,1,False,0.02477456098718557,0.09317332729536963,0.06839876630818406,0.0,0.5921188914040577,0.5921188914040577,True,0.8139469119016388,0.22208381959982604,0.5918630923018128,0.0,0.4745054339545196,0.4745054339545196,False
Cx22-Multi-Test:000040,00514,39,0.16670119816727152,0.2618861824870409,0.07151621384750219,61708,153584,2738,8672,11,11,7,8,3,True,0.044370259933882154,0.056464215022398165,0.01209395508851601,0.0,0.5554097791310862,0.5554097791310862,True,0.7862449136916737,0.6455345340288727,0.14071037966280098,0.39311291967417916,0.8979561483835663,0.5048432287093871,True
Cx22-Multi-Test:000041,00515,40,0.14794263094732843,0.2404770146604976,0.055408247234159276,52805,152304,1017,9920,14,14,2,3,1,False,0.019259539816305273,0.06513289211051582,0.045873352294210544,0.0,0.5640784562192038,0.5640784562192038,True,0.8391855807236908,0.6444859169372059,0.19469966378648484,0.39206430258251235,0.8969075312918995,0.5048432287093871,True
Cx22-Multi-Test:000042,00517,41,0.23167635617489732,0.4249752530347594,0.03837745931503522,77537,133600,2341,1776,18,18,12,4,1,False,0.030192037349910366,0.013293413173652695,0.01689862417625767,0.0,0.5122389772823408,0.5122389772823408,True,0.8466350383017813,0.3675136903731588,0.47912134792862254,0.11509207601846522,0.6199353047278524,0.5048432287093871,False
Cx22-Multi-Test:000043,00517,42,0.17606999038888424,0.29013820929858336,0.06200177147918512,59229,108560,1578,27776,9,9,7,1,1,False,0.02664235425214,0.25585851142225496,0.22921615717011495,0.0,0.7548040755309431,0.7548040755309431,True,0.8223742681501308,0.5062412129065721,0.3161330552435587,0.2538195985518785,0.7586628272612657,0.5048432287093871,False
Cx22-Multi-Test:000044,00517,43,0.2052823863695449,0.29969057231265056,0.11087420042643924,33131,83536,1110,12960,14,14,4,1,2,True,0.033503365428148864,0.15514269297069527,0.12163932754254642,0.0,0.6540882570793833,0.6540882570793833,True,0.7940060563650837,0.5938048044509071,0.2002012519141766,0.34138319009621354,0.8462264188056007,0.5048432287093871,True
Cx22-Multi-Test:000045,00518,44,0.16083694925720193,0.2588408336984415,0.06283306481596232,37512,90304,1034,15104,31,31,10,29,2,True,0.027564512689272767,0.16725726435152374,0.13969275166225098,0.0,0.6662028284602118,0.6662028284602118,True,0.8554386556255748,0.22686882500231176,0.628569830623263,0.0,0.4792904393570053,0.4792904393570053,False
Cx22-Multi-Test:000046,00520,45,0.2057502807586764,0.21656194964063022,0.19493861187672262,31080,136992,1582,6400,39,39,32,36,1,False,0.0509009009009009,0.046718056528848396,0.004182844372052505,0.0,0.5456636206375365,0.5456636206375365,True,0.7883819770707717,0.6120148426409452,0.17636713442982654,0.3595932282862516,0.8644364569956388,0.5048432287093871,True
Cx22-Multi-Test:000047,00521,46,0.12902287664387393,0.23452803218804597,0.023517721099701887,28906,159984,502,5536,5,5,4,4,1,False,0.01736663668442538,0.034603460346034606,0.017236823661609228,0.0,0.5335490244547226,0.5335490244547226,True,0.8490984228189286,0.49807652571560784,0.3510218971033207,0.24565491136091427,0.7504981400703015,0.5048432287093871,False
Cx22-Multi-Test:000048,00522,47,0.2808596127939249,0.29201611362886565,0.26970311195898417,71980,158384,2451,5936,9,9,6,1,2,True,0.03405112531258683,0.03747853318517022,0.003427407872583388,0.0,0.5364240972938583,0.5364240972938583,True,0.8228819745008793,0.37479680463068626,0.44808516987019303,0.1223751902759927,0.6272184189853798,0.5048432287093871,False
Cx22-Multi-Test:000049,00523,48,0.1246723046834124,0.11128876655400163,0.13805584281282315,16835,131392,556,3312,8,8,0,5,1,False,0.03302643302643302,0.025207014125669752,0.007819418900763271,0.0,0.5241525782343578,0.5241525782343578,True,0.7438366870907149,0.5125963305359238,0.23124035655479114,0.2601747161812302,0.7650179448906174,0.5048432287093871,True
Cx22-Multi-Test:000050,00524,49,0.09810905745672485,0.16756218326704814,0.028655931646401577,36817,100720,894,29536,27,27,18,6,3,True,0.02428226091207866,0.29324861000794283,0.2689663490958642,0.0,0.792194174116631,0.792194174116631,True,0.7062874818204694,0.2633447757852261,0.4429427060352433,0.010923161430532513,0.5157663901399197,0.5048432287093871,False
Cx22-Multi-Test:000051,00526,50,0.15411198226928305,0.2528006391390421,0.05542332539952397,45157,125072,1022,16624,34,34,5,12,1,False,0.022632150054255153,0.13291544070615324,0.1102832906518981,0.0,0.6318610048148413,0.6318610048148413,True,0.869667943579849,0.3218143755818636,0.5478535679979855,0.06939276122717003,0.5742359899365572,0.5048432287093871,False
Cx22-Multi-Test:000052,00527,51,0.23686340854647198,0.22954388047887603,0.24418293661406792,33766,148160,1878,5600,13,13,4,4,2,True,0.055618077355920156,0.03779697624190065,0.017821101114019508,0.0,0.5367425403505888,0.5367425403505888,True,0.803470202918745,0.6671569412023914,0.1363132617163536,0.41473532684769787,0.919578555557085,0.5048432287093871,True
Cx22-Multi-Test:000053,00527,52,0.08572380715099745,0.14950668603195272,0.021940928270042195,30582,169088,1063,7232,6,6,3,3,1,False,0.03475900856713099,0.04277062831188493,0.008011619744753944,0.0,0.541716192420573,0.541716192420573,True,0.8382477066205066,0.6322880723279379,0.2059596342925687,0.37986645797324436,0.8847096866826315,0.5048432287093871,True
Cx22-Multi-Test:000054,00528,53,0.18260288094141613,0.2719725932690472,0.09323316861378503,82125,111696,4257,30752,9,9,2,2,1,False,0.051835616438356165,0.27531872224609655,0.2234831058077404,0.0,0.7742642863547846,0.7742642863547846,True,0.7820797403446273,0.6191016336379952,0.16297810670663215,0.36668001928330163,0.8715232479926888,0.5048432287093871,True
Cx22-Multi-Test:000055,00529,54,0.15480196439593547,0.16778976949983557,0.1418141592920354,39469,127776,3056,15024,21,21,17,15,4,True,0.07742785477209962,0.11758076634109692,0.04015291156899729,0.0,0.616526330449785,0.616526330449785,True,0.8407415832437147,0.41434184631798787,0.42639973692572686,0.1619202319632943,0.6667634606726814,0.5048432287093871,False
Cx22-Multi-Test:000056,00529,55,0.20418689368180332,0.22080316589468005,0.18757062146892656,27188,61760,2501,12544,29,29,13,19,2,True,0.09198911284390172,0.20310880829015543,0.1111196954462537,0.0,0.7020543723988435,0.7020543723988435,True,0.8219683607207344,0.18104402811212453,0.6409243326086099,0.0,0.43346564246681807,0.43346564246681807,False
Cx22-Multi-Test:000057,00531,56,0.3098073347763557,0.38876472201860857,0.23084994753410285,60723,161648,1846,3872,11,11,5,10,1,False,0.03040034253907086,0.02395328120360289,0.00644706133546797,0.0,0.5228988453122909,0.5228988453122909,True,0.827595239929822,0.33558381167026147,0.4920114282595605,0.0831621973155679,0.588005426024955,0.5048432287093871,False
Cx22-Multi-Test:000058,00532,57,0.184156900671699,0.23461178442732775,0.13370201691607025,49421,114032,2568,34320,4,4,1,0,2,True,0.051961716679144496,0.30096814929142696,0.24900643261228245,0.0,0.7999137134001151,0.7999137134001151,True,0.8435817479911217,0.37417133718109696,0.46941041081002477,0.1217497228264034,0.6265929515357905,0.5048432287093871,False
Cx22-Multi-Test:000059,00532,58,0.061723761996365124,0.07680585568143494,0.046641668311295306,28038,132080,1666,28736,8,8,0,4,1,False,0.05941935944075897,0.21756511205330104,0.15814575261254207,0.0,0.716510676161989,0.716510676161989,True,0.7987623054583961,0.20681898558649423,0.5919433198719019,0.0,0.4592405999411878,0.4592405999411878,False
Cx22-Multi-Test:000060,00533,59,0.39945897650397383,0.550387100902169,0.24853085210577866,81254,137552,3240,4928,6,6,1,0,2,True,0.039874960001969134,0.035826451087588695,0.004048508914380439,0.0,0.5347720151962767,0.5347720151962767,True,0.8200514894979472,0.6071125944911054,0.2129388950068417,0.35469098013641187,0.859534208845799,0.5048432287093871,True
Cx22-Multi-Test:000061,00534,60,0.0825476481978717,0.10758355930654154,0.057511737089201875,24452,106832,1136,29536,17,17,10,0,1,False,0.04645836741370849,0.2764714692227048,0.23001310180899634,0.0,0.7754170333313929,0.7754170333313929,True,0.8400666164012877,0.2778610183097033,0.5622055980915843,0.02543940395500971,0.5302826326643968,0.5048432287093871,False
Cx22-Multi-Test:000062,00536,61,0.2587360348226633,0.3765317952304759,0.14094027441485069,78710,130032,2768,17056,18,18,12,15,3,True,0.03516706898742218,0.1311677125630614,0.09600064357563921,0.0,0.6301132766717494,0.6301132766717494,True,0.8556204839123789,0.6109916280319847,0.24462885588039418,0.35857001367729113,0.8634132423866783,0.5048432287093871,True
Cx22-Multi-Test:000063,00536,62,0.1700953605741331,0.24901763142716998,0.09117308972109625,71729,113792,2738,30320,17,17,5,3,2,True,0.03817145087760878,0.2664510686164229,0.22827961773881414,0.0,0.7653966327251109,0.7653966327251109,True,0.8047438296319679,0.3079396437413004,0.4968041858906675,0.055518029386606826,0.560361258095994,0.5048432287093871,False
Cx22-Multi-Test:000064,00538,63,0.15183962546604218,0.24936544230244803,0.05431380862963636,91724,98960,1975,47552,7,7,3,0,3,True,0.021531987266146264,0.48051738075990297,0.4589853934937567,0.0,0.979462944868591,0.979462944868591,True,0.7713201622559489,0.23444343934954764,0.5368767229064013,0.0,0.4868650537042412,0.4868650537042412,False
Cx22-Multi-Test:000065,00539,64,0.16178428592284816,0.23921082433005406,0.08435774751564225,33185,153136,1009,12576,10,10,4,2,3,True,0.030405303601024558,0.08212308013791662,0.051717776536892066,0.0,0.5810686442466046,0.5810686442466046,True,0.8171823158649942,0.56039218921274,0.2567901266522542,0.30797057485804646,0.8128138035674336,0.5048432287093871,False
Cx22-Multi-Test:000066,00540,65,0.19840159045531694,0.3090723720250776,0.08773080888555629,54664,76768,1994,19344,18,18,15,10,5,True,0.0364773891409337,0.251979991663193,0.2155026025222593,0.0,0.750925555771881,0.750925555771881,True,0.7652737385798667,0.4162150629248764,0.34905867565499027,0.16379344857018285,0.66863667727957,0.5048432287093871,False
Cx22-Multi-Test:000067,00542,66,0.17642183991765412,0.3178093617213124,0.03503431811399582,74630,102816,1030,32480,7,7,3,6,2,True,0.013801420340345705,0.3159041394335512,0.3021027190932055,0.0,0.8148497035422393,0.8148497035422393,True,0.7874829313836107,0.4662875419257149,0.3211953894578958,0.21386592757102135,0.7187091562804084,0.5048432287093871,False
Cx22-Multi-Test:000068,00544,67,0.24547193436375306,0.3697482165535931,0.12119565217391304,76737,135072,1536,5824,15,15,6,13,2,True,0.020016419719300987,0.04311774461028192,0.023101324890980934,0.0,0.54206330871897,0.54206330871897,True,0.762225238338194,0.5320187343058341,0.23020650403235987,0.27959711995114056,0.7844403486605277,0.5048432287093871,True
Cx22-Multi-Test:000069,00546,68,0.2492594915348195,0.2578097287582472,0.24070925431139178,50171,161264,2522,5712,8,8,0,2,2,True,0.05026808315560782,0.03542018057346959,0.014847902582138237,0.0,0.5343657446821577,0.5343657446821577,True,0.7128888841583921,0.5888515299684746,0.12403735418991757,0.336429915613781,0.8412731443231681,0.5048432287093871,True
Cx22-Multi-Test:000070,00546,69,0.27425509719092983,0.21378216090905636,0.33472803347280333,33928,176576,2304,1520,11,11,0,8,1,False,0.06790851214336241,0.008608191373686118,0.05930032076967629,0.0,0.5075537554823741,0.5075537554823741,True,0.8271345094929999,0.5239902620273552,0.3031442474656447,0.27156864767266164,0.7764118763820488,0.5048432287093871,False
Cx22-Multi-Test:000071,00547,70,0.1522995438377635,0.2650833878351864,0.039515699840340604,110064,85648,2120,42976,10,10,2,2,2,True,0.01926152056985027,0.5017747057724641,0.4825131852026138,0.0028291416637760136,1.0007202698811521,0.9978911282173761,True,0.7783402238529844,0.34981862025275834,0.42852160360022606,0.09739700589806477,0.6022402346074519,0.5048432287093871,False
Cx22-Multi-Test:000072,00549,71,0.3308007150720851,0.42988835794030045,0.23171307220386975,90631,142704,4134,17056,9,9,0,3,2,True,0.0456135317937571,0.11952012557461598,0.07390659378085888,0.0,0.6184656896833041,0.6184656896833041,True,0.8484235649086824,0.5689094491318101,0.27951411577687235,0.3164878347771165,0.8213310634865036,0.5048432287093871,False
Cx22-Multi-Test:000073,00550,72,0.26782486199605815,0.22475665594451022,0.3108930680476061,35458,155424,3359,7648,20,20,15,2,2,True,0.09473179536352869,0.04920732962734198,0.04552446573618671,0.0,0.54815289373603,0.54815289373603,True,0.7648019592816748,0.3631701515921201,0.4016318076895547,0.11074853723742656,0.6155917659468138,0.5048432287093871,False
Cx22-Multi-Test:000074,00551,73,0.16096573185497975,0.25911393935397364,0.0628175243559859,91718,90256,2870,30592,29,29,8,9,3,True,0.031291567631217425,0.3389469952136146,0.30765542758239717,0.0,0.8378925593223027,0.8378925593223027,True,0.8282211230893313,0.3582062347290081,0.4700148883603232,0.10578462037431452,0.6106278490837016,0.5048432287093871,False
Cx22-Multi-Test:000075,00552,74,0.2417483330405938,0.2614261003267346,0.22207056575445303,50888,157232,3469,11184,12,12,3,3,3,True,0.06816931300110046,0.07113055866490282,0.0029612456638023615,0.0,0.5700761227735909,0.5700761227735909,True,0.790698686801463,0.3529222375617978,0.43777644923966524,0.10050062320710423,0.6053438519164913,0.5048432287093871,False
