sample_id,source_image_name,sample_index,foreground_dice,cytoplasm_dice,nucleus_dice,gt_cytoplasm_area,pred_cytoplasm_area,gt_nucleus_area,pred_nucleus_area,n_nucleus_instances,n_cytoplasm_instances,selected_cytoplasm_instance_index,selected_nucleus_instance_index,n_candidate_nuclei_in_crop,crowding_flag,gt_nc_ratio,pred_nc_ratio,abs_error_nc_ratio,interval_lower_nc_ratio,interval_upper_nc_ratio,interval_width_nc_ratio,covered_nc_ratio,gt_circularity,pred_circularity,abs_error_circularity,interval_lower_circularity,interval_upper_circularity,interval_width_circularity,covered_circularity,protocol,reference_scope,ground_truth_role,cytoplasm_instance_index,nucleus_instance_index,crop_box_xyxy,native_crop_side_px,target_whole_cell_fraction,nucleus_fraction_at_128,cytoplasm_fraction_at_128,whole_cell_fraction_at_128
Cx22-Multi-Test:000011,00485,10,0.3888437292152713,0.5134966637460403,0.26419079468450235,75488,161904,2115,9248,7,7,1,0,2,True,0.028017698177193726,0.057120268801264945,0.02910257062407122,0.0,0.556065832909953,0.556065832909953,True,0.7689812734285311,0.5423315729700294,0.22664970045850164,0.28990995861533586,0.794753187324723,0.5048432287093871,True,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000012,00487,11,0.18910828353646755,0.22153453942316553,0.15668202764976957,25476,104752,656,2816,8,8,2,3,1,False,0.025749725231590515,0.026882541622117,0.0011328163905264844,0.0,0.5258281057308051,0.5258281057308051,True,0.7848187486957009,0.5544447126265837,0.23037403606911722,0.3020230982718901,0.8068663269812772,0.5048432287093871,True,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000013,00488,12,0.4582600369608729,0.33219804002344083,0.5843220338983051,37133,135216,2880,1840,7,7,0,2,1,False,0.07755904451565993,0.013607857058336292,0.06395118745732363,0.0,0.5125534211670244,0.5125534211670244,True,0.7938070472683312,0.5493896075606479,0.24441743970768326,0.29696799320595435,0.8018112219153415,0.5048432287093871,True,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000014,00488,13,0.24477213904877765,0.2581478758715944,0.23139640222596092,38484,141072,3071,4656,11,11,4,4,2,True,0.07979939715206319,0.033004423273222186,0.046794973878841004,0.0,0.5319499873819102,0.5319499873819102,True,0.839906714954151,0.4583239543157603,0.38158276063839075,0.20590233996106672,0.7107455686704538,0.5048432287093871,False,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000015,00489,14,0.15414667171808624,0.20373277018349933,0.10456057325267316,76758,133488,3949,40848,9,9,3,3,2,True,0.05144740613356263,0.30600503416037395,0.2545576280268113,0.0,0.804950598269062,0.804950598269062,True,0.8801945438891062,0.4562812199755817,0.42391332391352454,0.20385960562088812,0.7087028343302753,0.5048432287093871,False,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000016,00489,15,0.3364265099377085,0.38828108359312974,0.2845719362822872,47729,107200,3389,12368,11,11,8,8,2,True,0.07100504934107146,0.1153731343283582,0.04436808498728674,0.0,0.6143186984370462,0.6143186984370462,True,0.813568255535554,0.5481532845343193,0.2654149710012347,0.29573167017962576,0.8005748988890129,0.5048432287093871,False,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000017,00490,16,0.11482680046904603,0.17548754227765137,0.054166058660440684,52139,128512,1801,32464,13,13,9,2,1,False,0.03454228120984292,0.25261454183266935,0.21807226062282642,0.0,0.7515601059413575,0.7515601059413575,True,0.8336534779425124,0.2833929405414387,0.5502605374010737,0.03097132618674514,0.5358145548961323,0.5048432287093871,False,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000018,00490,17,0.21605949092648352,0.2767908662599508,0.15532811559301626,41911,136592,3006,6960,7,7,0,3,1,False,0.07172341390088521,0.050954667916129785,0.020768745984755428,0.0,0.5499002320248179,0.5499002320248179,True,0.8134045115590424,0.4364964227370941,0.37690808882194826,0.18407480838240053,0.6889180370917877,0.5048432287093871,False,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000019,00491,18,0.21481957329449416,0.3465453227402306,0.08309382384875774,134830,69328,4066,27248,13,13,7,5,3,True,0.03015649336201142,0.39303023309485347,0.36287373973284204,0.0,0.8919757972035416,0.8919757972035416,True,0.8431219853863889,0.3256420480964406,0.5174799372899483,0.07322043374174703,0.5780636624511342,0.5048432287093871,False,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000020,00492,19,0.2664754199603105,0.4085178631009448,0.12443297681967623,101221,135552,3853,20176,16,16,4,4,4,True,0.03806522361960463,0.14884324834749765,0.11077802472789303,0.0,0.6477888124561857,0.6477888124561857,True,0.8178947140399274,0.3077029296272036,0.5101917844127238,0.05528131527251001,0.5601245439818971,0.5048432287093871,False,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000021,00493,20,0.13304698716221922,0.18853417506744827,0.07755979925699016,35785,95056,1087,14256,11,11,5,2,1,False,0.0303758558055051,0.14997475172529878,0.11959889591979368,0.0,0.6489203158339869,0.6489203158339869,True,0.799840326719127,0.26527411179706895,0.534566214922058,0.012852497442375377,0.5176957261517625,0.5048432287093871,False,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000022,00493,21,0.23246489715660915,0.2553297943132183,0.2096,41131,158736,1446,2304,9,9,5,4,1,False,0.03515596508716053,0.01451466586029634,0.020641299226864192,0.0,0.5134602299689844,0.5134602299689844,True,0.8197967961492821,0.4414364440939313,0.37836035205535085,0.18901482973923772,0.6938580584486249,0.5048432287093871,False,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000023,00494,22,0.08735272265296674,0.13595149253731342,0.038753952768620065,22944,84256,575,14288,14,14,7,7,1,False,0.025061018131101814,0.1695784276490695,0.14451740951796768,0.0,0.6685239917577576,0.6685239917577576,True,0.8624193694501281,0.27176524298428656,0.5906541264658416,0.01934362862959299,0.5241868573389801,0.5048432287093871,False,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000024,00496,23,0.2353529335952664,0.46059797394805696,0.010107893242475866,84515,126832,1850,15760,8,8,2,4,2,True,0.021889605395491923,0.12425886211681594,0.10236925672132402,0.0,0.623204426225504,0.623204426225504,True,0.8148802204805685,0.3722795857914045,0.442600634689164,0.11985797143671095,0.6247012001460981,0.5048432287093871,False,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000025,00497,24,0.19820408442682308,0.29395514758662694,0.10245302126701925,71604,112288,3484,32064,6,6,5,5,2,True,0.048656499636891795,0.2855514391564548,0.23689493951956303,0.0,0.7844970032651428,0.7844970032651428,True,0.8007279838022673,0.5482223455424486,0.25250563825981864,0.2958007311877551,0.8006439598971422,0.5048432287093871,False,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000026,00498,25,0.1993493130864918,0.3696447943562968,0.029053831816686766,58523,99104,1044,35440,20,20,2,2,1,False,0.017839140167113784,0.3576041330319664,0.3397649928648526,0.0,0.8565496971406545,0.8565496971406545,True,0.7705759879205338,0.43594550536250026,0.33463048255803357,0.1835238910078067,0.6883671197171939,0.5048432287093871,False,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000027,00499,26,0.2587624851069693,0.4642752704942002,0.05324969971973842,80108,125072,2762,12224,13,13,7,7,4,True,0.03447845408698257,0.09773570423436101,0.06325725014737843,0.0,0.5966812683430491,0.5966812683430491,True,0.8846379269719872,0.28622052797718844,0.5984173989947987,0.033798913622494875,0.538642142331882,0.5048432287093871,False,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000028,00500,27,0.15840713930914357,0.24491836224617314,0.07189591637211401,56225,139824,1185,12112,15,15,14,14,3,True,0.021076033792796798,0.08662318343059847,0.06554714963780167,0.0,0.5855687475392866,0.5855687475392866,True,0.8444240391665379,0.5649618380403586,0.27946220112617925,0.31254022368566503,0.8173834523950522,0.5048432287093871,False,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000029,00501,28,0.11906949324505679,0.18085690744301017,0.05728207904710341,38292,151040,790,17680,5,5,2,1,1,False,0.020630941188760053,0.1170550847457627,0.09642414355700266,0.0,0.6160006488544507,0.6160006488544507,True,0.7761923967365711,0.5006355793846718,0.2755568173518993,0.24821396502997828,0.7530571937393654,0.5048432287093871,False,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000030,00501,29,0.16434392109544388,0.15339409814515895,0.1752937440457288,15635,87824,637,2512,5,5,2,0,1,False,0.040741925167892545,0.028602659865184916,0.01213926530270763,0.0,0.527548223973873,0.527548223973873,True,0.8379101582608609,0.22023672377475653,0.6176734344861043,0.0,0.47265833812945013,0.47265833812945013,False,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000031,00502,30,0.30998477255958823,0.4579402970280673,0.1620292480911091,81828,160304,5055,2672,11,11,8,8,2,True,0.06177592022290659,0.016668330172671924,0.04510759005023467,0.0,0.51561389428136,0.51561389428136,True,0.7762443400803074,0.5522485511912463,0.22399578888906113,0.2998269368365527,0.8046701655459398,0.5048432287093871,True,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000032,00502,31,0.14782555308606152,0.16567763137106203,0.129973474801061,35867,122368,1830,18528,7,7,2,2,2,True,0.051021830652131485,0.15141213389121339,0.10039030323908191,0.0,0.6503576979999015,0.6503576979999015,True,0.7924928961922804,0.5118142733972332,0.2806786227950472,0.2593926590425396,0.7642358877519267,0.5048432287093871,False,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000033,00503,32,0.22437361030685,0.2931996296045351,0.1555475910091649,78777,142608,4907,14624,14,14,4,4,3,True,0.06228975462381152,0.1025468416919107,0.040257087068099176,0.0,0.6014924058005988,0.6014924058005988,True,0.8146202957681649,0.3002083423467289,0.514411953421436,0.047786727992035316,0.5526299567014225,0.5048432287093871,False,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000034,00505,33,0.08265241383876064,0.11901229683842679,0.04629253083909448,77937,73728,2100,27408,10,10,3,3,1,False,0.02694484006312791,0.3717447916666667,0.34479995160353877,0.0,0.8706903557753547,0.8706903557753547,True,0.7293137638999073,0.5067915070517974,0.2225222568481099,0.25436989269710386,0.759213121406491,0.5048432287093871,True,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000035,00505,34,0.3309182347679897,0.5074055399095676,0.1544309296264118,112563,131376,3808,14608,8,8,1,3,2,True,0.03382994412018159,0.11119230300815978,0.0773623588879782,0.0,0.6101378671168478,0.6101378671168478,True,0.8434196572939708,0.19867137018570563,0.6447482871082653,0.0,0.4510929845403992,0.4510929845403992,False,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000036,00507,35,0.1463488296699752,0.2291735636151045,0.06352409572484591,98387,43584,2117,43472,10,10,2,9,2,True,0.021517070344659356,0.9974302496328928,0.9759131792882335,0.4984846855242048,1.4963758137415808,0.997891128217376,False,0.7962854710674185,0.2142145074916741,0.5820709635757444,0.0,0.46663612184636766,0.46663612184636766,False,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000037,00508,36,0.10425137693256277,0.1234628657164291,0.08503988814869644,53201,113424,2621,33856,39,39,35,15,2,True,0.04926599124076615,0.29849061926929044,0.2492246280285243,0.0,0.7974361833779785,0.7974361833779785,True,0.7730557332072987,0.39703553862947255,0.37602019457782615,0.14461392427477898,0.6494571529841662,0.5048432287093871,False,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000038,00510,37,0.29764185012284267,0.5179505266503817,0.0773331735953037,114667,114992,3740,29648,21,21,8,4,2,True,0.032616184255278326,0.25782663141783774,0.22521044716255942,0.0,0.7567721955265259,0.7567721955265259,True,0.7898542845376936,0.18270135595297102,0.6071529285847226,0.0,0.43512297030766456,0.43512297030766456,False,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000039,00513,38,0.13050324799243834,0.2043797308784327,0.05662676510644398,31605,141328,783,13168,20,20,2,7,1,False,0.02477456098718557,0.09317332729536963,0.06839876630818406,0.0,0.5921188914040577,0.5921188914040577,True,0.8139469119016388,0.22208381959982604,0.5918630923018128,0.0,0.4745054339545196,0.4745054339545196,False,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000040,00514,39,0.16670119816727152,0.2618861824870409,0.07151621384750219,61708,153584,2738,8672,11,11,7,8,3,True,0.044370259933882154,0.056464215022398165,0.01209395508851601,0.0,0.5554097791310862,0.5554097791310862,True,0.7862449136916737,0.6455345340288727,0.14071037966280098,0.39311291967417916,0.8979561483835663,0.5048432287093871,True,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000041,00515,40,0.14794263094732843,0.2404770146604976,0.055408247234159276,52805,152304,1017,9920,14,14,2,3,1,False,0.019259539816305273,0.06513289211051582,0.045873352294210544,0.0,0.5640784562192038,0.5640784562192038,True,0.8391855807236908,0.6444859169372059,0.19469966378648484,0.39206430258251235,0.8969075312918995,0.5048432287093871,True,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000042,00517,41,0.23167635617489732,0.4249752530347594,0.03837745931503522,77537,133600,2341,1776,18,18,12,4,1,False,0.030192037349910366,0.013293413173652695,0.01689862417625767,0.0,0.5122389772823408,0.5122389772823408,True,0.8466350383017813,0.3675136903731588,0.47912134792862254,0.11509207601846522,0.6199353047278524,0.5048432287093871,False,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000043,00517,42,0.17606999038888424,0.29013820929858336,0.06200177147918512,59229,108560,1578,27776,9,9,7,1,1,False,0.02664235425214,0.25585851142225496,0.22921615717011495,0.0,0.7548040755309431,0.7548040755309431,True,0.8223742681501308,0.5062412129065721,0.3161330552435587,0.2538195985518785,0.7586628272612657,0.5048432287093871,False,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000044,00517,43,0.2052823863695449,0.29969057231265056,0.11087420042643924,33131,83536,1110,12960,14,14,4,1,2,True,0.033503365428148864,0.15514269297069527,0.12163932754254642,0.0,0.6540882570793833,0.6540882570793833,True,0.7940060563650837,0.5938048044509071,0.2002012519141766,0.34138319009621354,0.8462264188056007,0.5048432287093871,True,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000045,00518,44,0.16083694925720193,0.2588408336984415,0.06283306481596232,37512,90304,1034,15104,31,31,10,29,2,True,0.027564512689272767,0.16725726435152374,0.13969275166225098,0.0,0.6662028284602118,0.6662028284602118,True,0.8554386556255748,0.22686882500231176,0.628569830623263,0.0,0.4792904393570053,0.4792904393570053,False,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000046,00520,45,0.2057502807586764,0.21656194964063022,0.19493861187672262,31080,136992,1582,6400,39,39,32,36,1,False,0.0509009009009009,0.046718056528848396,0.004182844372052505,0.0,0.5456636206375365,0.5456636206375365,True,0.7883819770707717,0.6120148426409452,0.17636713442982654,0.3595932282862516,0.8644364569956388,0.5048432287093871,True,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000047,00521,46,0.12902287664387393,0.23452803218804597,0.023517721099701887,28906,159984,502,5536,5,5,4,4,1,False,0.01736663668442538,0.034603460346034606,0.017236823661609228,0.0,0.5335490244547226,0.5335490244547226,True,0.8490984228189286,0.49807652571560784,0.3510218971033207,0.24565491136091427,0.7504981400703015,0.5048432287093871,False,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000048,00522,47,0.2808596127939249,0.29201611362886565,0.26970311195898417,71980,158384,2451,5936,9,9,6,1,2,True,0.03405112531258683,0.03747853318517022,0.003427407872583388,0.0,0.5364240972938583,0.5364240972938583,True,0.8228819745008793,0.37479680463068626,0.44808516987019303,0.1223751902759927,0.6272184189853798,0.5048432287093871,False,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000049,00523,48,0.1246723046834124,0.11128876655400163,0.13805584281282315,16835,131392,556,3312,8,8,0,5,1,False,0.03302643302643302,0.025207014125669752,0.007819418900763271,0.0,0.5241525782343578,0.5241525782343578,True,0.7438366870907149,0.5125963305359238,0.23124035655479114,0.2601747161812302,0.7650179448906174,0.5048432287093871,True,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000050,00524,49,0.09810905745672485,0.16756218326704814,0.028655931646401577,36817,100720,894,29536,27,27,18,6,3,True,0.02428226091207866,0.29324861000794283,0.2689663490958642,0.0,0.792194174116631,0.792194174116631,True,0.7062874818204694,0.2633447757852261,0.4429427060352433,0.010923161430532513,0.5157663901399197,0.5048432287093871,False,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000051,00526,50,0.15411198226928305,0.2528006391390421,0.05542332539952397,45157,125072,1022,16624,34,34,5,12,1,False,0.022632150054255153,0.13291544070615324,0.1102832906518981,0.0,0.6318610048148413,0.6318610048148413,True,0.869667943579849,0.3218143755818636,0.5478535679979855,0.06939276122717003,0.5742359899365572,0.5048432287093871,False,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000052,00527,51,0.23686340854647198,0.22954388047887603,0.24418293661406792,33766,148160,1878,5600,13,13,4,4,2,True,0.055618077355920156,0.03779697624190065,0.017821101114019508,0.0,0.5367425403505888,0.5367425403505888,True,0.803470202918745,0.6671569412023914,0.1363132617163536,0.41473532684769787,0.919578555557085,0.5048432287093871,True,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000053,00527,52,0.08572380715099745,0.14950668603195272,0.021940928270042195,30582,169088,1063,7232,6,6,3,3,1,False,0.03475900856713099,0.04277062831188493,0.008011619744753944,0.0,0.541716192420573,0.541716192420573,True,0.8382477066205066,0.6322880723279379,0.2059596342925687,0.37986645797324436,0.8847096866826315,0.5048432287093871,True,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000054,00528,53,0.18260288094141613,0.2719725932690472,0.09323316861378503,82125,111696,4257,30752,9,9,2,2,1,False,0.051835616438356165,0.27531872224609655,0.2234831058077404,0.0,0.7742642863547846,0.7742642863547846,True,0.7820797403446273,0.6191016336379952,0.16297810670663215,0.36668001928330163,0.8715232479926888,0.5048432287093871,True,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000055,00529,54,0.15480196439593547,0.16778976949983557,0.1418141592920354,39469,127776,3056,15024,21,21,17,15,4,True,0.07742785477209962,0.11758076634109692,0.04015291156899729,0.0,0.616526330449785,0.616526330449785,True,0.8407415832437147,0.41434184631798787,0.42639973692572686,0.1619202319632943,0.6667634606726814,0.5048432287093871,False,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000056,00529,55,0.20418689368180332,0.22080316589468005,0.18757062146892656,27188,61760,2501,12544,29,29,13,19,2,True,0.09198911284390172,0.20310880829015543,0.1111196954462537,0.0,0.7020543723988435,0.7020543723988435,True,0.8219683607207344,0.18104402811212453,0.6409243326086099,0.0,0.43346564246681807,0.43346564246681807,False,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000057,00531,56,0.3098073347763557,0.38876472201860857,0.23084994753410285,60723,161648,1846,3872,11,11,5,10,1,False,0.03040034253907086,0.02395328120360289,0.00644706133546797,0.0,0.5228988453122909,0.5228988453122909,True,0.827595239929822,0.33558381167026147,0.4920114282595605,0.0831621973155679,0.588005426024955,0.5048432287093871,False,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000058,00532,57,0.184156900671699,0.23461178442732775,0.13370201691607025,49421,114032,2568,34320,4,4,1,0,2,True,0.051961716679144496,0.30096814929142696,0.24900643261228245,0.0,0.7999137134001151,0.7999137134001151,True,0.8435817479911217,0.37417133718109696,0.46941041081002477,0.1217497228264034,0.6265929515357905,0.5048432287093871,False,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000059,00532,58,0.061723761996365124,0.07680585568143494,0.046641668311295306,28038,132080,1666,28736,8,8,0,4,1,False,0.05941935944075897,0.21756511205330104,0.15814575261254207,0.0,0.716510676161989,0.716510676161989,True,0.7987623054583961,0.20681898558649423,0.5919433198719019,0.0,0.4592405999411878,0.4592405999411878,False,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
Cx22-Multi-Test:000060,00533,59,0.39945897650397383,0.550387100902169,0.24853085210577866,81254,137552,3240,4928,6,6,1,0,2,True,0.039874960001969134,0.035826451087588695,0.004048508914380439,0.0,0.5347720151962767,0.5347720151962767,True,0.8200514894979472,0.6071125944911054,0.2129388950068417,0.35469098013641187,0.859534208845799,0.5048432287093871,True,raw_bbox,full-frame semantic union,Evaluation-only; no localization crop used.,,,,,,,,
